user_id,name,email,parent_email,password,class,roll_no,department,semester,created_at,phone,face_registered
STU015,Vihaan Chatterjee,vihaan.chatterjee15@srec.ac.in,parent.vihaan15@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,CSE-A,CSE107,Computer Science,7,2026-02-03 19:41:11,9126809698,False
STU016,Vihaan Gupta,vihaan.gupta16@srec.ac.in,parent.vihaan16@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,CSE-A,CSE108,Computer Science,5,2026-02-03 19:41:11,9024071808,False
STU017,Myra Pillai,myra.pillai17@srec.ac.in,parent.myra17@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,CSE-A,CSE109,Computer Science,1,2026-02-03 19:41:11,9213833228,False
STU018,Anika Rao,anika.rao18@srec.ac.in,parent.anika18@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,CSE-A,CSE110,Computer Science,5,2026-02-03 19:41:11,9304359878,False
STU019,Aadhya Nair,aadhya.nair19@srec.ac.in,parent.aadhya19@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,CSE-B,CSE101,Computer Science,3,2026-02-03 19:41:11,9943194028,False
STU020,Diya Shah,diya.shah20@srec.ac.in,parent.diya20@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,CSE-B,CSE102,Computer Science,5,2026-02-03 19:41:11,9238856394,False
STU021,Krishna Sharma,krishna.sharma21@srec.ac.in,parent.krishna21@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,CSE-B,CSE103,Computer Science,3,2026-02-03 19:41:11,9780776444,False
STU022,Prisha Kumar,prisha.kumar22@srec.ac.in,parent.prisha22@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,CSE-B,CSE104,Computer Science,1,2026-02-03 19:41:11,9630153051,False
STU023,Shaurya Singh,shaurya.singh23@srec.ac.in,parent.shaurya23@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,CSE-B,CSE105,Computer Science,5,2026-02-03 19:41:11,9743491605,False
STU024,Shaurya Gupta,shaurya.gupta24@srec.ac.in,parent.shaurya24@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,CSE-B,CSE106,Computer Science,5,2026-02-03 19:41:11,9487525109,False
STU025,Krishna Malhotra,krishna.malhotra25@srec.ac.in,parent.krishna25@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,CSE-B,CSE107,Computer Science,5,2026-02-03 19:41:11,9631306941,False
STU026,Ayan Rao,ayan.rao26@srec.ac.in,parent.ayan26@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,CSE-B,CSE108,Computer Science,1,2026-02-03 19:41:11,9717011195,False
STU027,Diya Rao,diya.rao27@srec.ac.in,parent.diya27@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,CSE-B,CSE109,Computer Science,5,2026-02-03 19:41:11,9219117392,False
STU028,Reyansh Chatterjee,reyansh.chatterjee28@srec.ac.in,parent.reyansh28@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,CSE-B,CSE110,Computer Science,5,2026-02-03 19:41:11,9494069326,False
STU029,Diya Singh,diya.singh29@srec.ac.in,parent.diya29@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,AI&DS-A,AI&DS101,Computer Science,5,2026-02-03 19:41:11,9043621485,False
STU030,Ria Sharma,ria.sharma30@srec.ac.in,parent.ria30@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,AI&DS-A,AI&DS102,Computer Science,1,2026-02-03 19:41:11,9795803502,False
STU031,Reyansh Rao,reyansh.rao31@srec.ac.in,parent.reyansh31@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,AI&DS-A,AI&DS103,Computer Science,1,2026-02-03 19:41:11,9326320895,False
STU032,Aditya Singh,aditya.singh32@srec.ac.in,parent.aditya32@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,AI&DS-A,AI&DS104,Computer Science,3,2026-02-03 19:41:11,9732398999,False
STU033,Ananya Pillai,ananya.pillai33@srec.ac.in,parent.ananya33@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,AI&DS-A,AI&DS105,Computer Science,5,2026-02-03 19:41:11,9506578792,False
STU034,Sai Malhotra,sai.malhotra34@srec.ac.in,parent.sai34@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,AI&DS-A,AI&DS106,Computer Science,1,2026-02-03 19:41:11,9623210690,False
STU035,Vihaan Patel,vihaan.patel35@srec.ac.in,parent.vihaan35@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,AI&DS-A,AI&DS107,Computer Science,3,2026-02-03 19:41:11,9515409269,False
STU036,Anika Chatterjee,anika.chatterjee36@srec.ac.in,parent.anika36@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,AI&DS-A,AI&DS108,Computer Science,5,2026-02-03 19:41:11,9320057344,False
STU037,Krishna Kumar,krishna.kumar37@srec.ac.in,parent.krishna37@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,AI&DS-A,AI&DS109,Computer Science,3,2026-02-03 19:41:11,9308891258,False
STU038,Prisha Shah,prisha.shah38@srec.ac.in,parent.prisha38@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,AI&DS-A,AI&DS110,Computer Science,1,2026-02-03 19:41:11,9694750274,False
STU039,Diya Verma,diya.verma39@srec.ac.in,parent.diya39@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,ECE-A,ECE101,Electronics Engineering,3,2026-02-03 19:41:11,9495312658,False
STU040,Arjun Saxena,arjun.saxena40@srec.ac.in,parent.arjun40@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,ECE-A,ECE102,Electronics Engineering,5,2026-02-03 19:41:11,9425325667,False
STU041,Prisha Reddy,prisha.reddy41@srec.ac.in,parent.prisha41@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,ECE-A,ECE103,Electronics Engineering,3,2026-02-03 19:41:11,9308473141,False
STU042,Prisha Singh,prisha.singh42@srec.ac.in,parent.prisha42@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,ECE-A,ECE104,Electronics Engineering,5,2026-02-03 19:41:11,9657930738,False
STU043,Reyansh Singh,reyansh.singh43@srec.ac.in,parent.reyansh43@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,ECE-A,ECE105,Electronics Engineering,3,2026-02-03 19:41:11,9814588728,False
STU044,Anya Malhotra,anya.malhotra44@srec.ac.in,parent.anya44@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,ECE-A,ECE106,Electronics Engineering,1,2026-02-03 19:41:11,9812571730,False
STU045,Reyansh Rao,reyansh.rao45@srec.ac.in,parent.reyansh45@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,ECE-A,ECE107,Electronics Engineering,1,2026-02-03 19:41:11,9581422797,False
STU046,Aadhya Iyer,aadhya.iyer46@srec.ac.in,parent.aadhya46@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,ECE-A,ECE108,Electronics Engineering,5,2026-02-03 19:41:11,9193060658,False
STU047,Ria Patel,ria.patel47@srec.ac.in,parent.ria47@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,ECE-A,ECE109,Electronics Engineering,3,2026-02-03 19:41:11,9721040899,False
STU048,Ananya Iyer,ananya.iyer48@srec.ac.in,parent.ananya48@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,ECE-A,ECE110,Electronics Engineering,7,2026-02-03 19:41:11,9282551918,False
STU049,Ananya Sharma,ananya.sharma49@srec.ac.in,parent.ananya49@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,ECE-B,ECE101,Electronics Engineering,5,2026-02-03 19:41:11,9421609033,False
STU050,Anika Rao,anika.rao50@srec.ac.in,parent.anika50@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,ECE-B,ECE102,Electronics Engineering,5,2026-02-03 19:41:11,9458472751,False
STU051,Ishaan Nair,ishaan.nair51@srec.ac.in,parent.ishaan51@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,ECE-B,ECE103,Electronics Engineering,1,2026-02-03 19:41:11,9041343640,False
STU052,Prisha Rao,prisha.rao52@srec.ac.in,parent.prisha52@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,ECE-B,ECE104,Electronics Engineering,1,2026-02-03 19:41:11,9733133824,False
STU053,Shaurya Bhatia,shaurya.bhatia53@srec.ac.in,parent.shaurya53@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,ECE-B,ECE105,Electronics Engineering,1,2026-02-03 19:41:11,9861314064,False
STU054,Arjun Verma,arjun.verma54@srec.ac.in,parent.arjun54@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,ECE-B,ECE106,Electronics Engineering,5,2026-02-03 19:41:11,9649858667,False
STU055,Arjun Mehta,arjun.mehta55@srec.ac.in,parent.arjun55@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,ECE-B,ECE107,Electronics Engineering,5,2026-02-03 19:41:11,9464512857,False
STU056,Saanvi Kumar,saanvi.kumar56@srec.ac.in,parent.saanvi56@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,ECE-B,ECE108,Electronics Engineering,1,2026-02-03 19:41:11,9596711536,False
STU057,Prisha Bhatia,prisha.bhatia57@srec.ac.in,parent.prisha57@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,ECE-B,ECE109,Electronics Engineering,5,2026-02-03 19:41:11,9034173851,False
STU058,Krishna Pillai,krishna.pillai58@srec.ac.in,parent.krishna58@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,ECE-B,ECE110,Electronics Engineering,5,2026-02-03 19:41:11,9375039070,False
STU059,Arjun Das,arjun.das59@srec.ac.in,parent.arjun59@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,MECH-A,MECH101,Mechanical Engineering,3,2026-02-03 19:41:11,9742336729,False
STU060,Anya Kumar,anya.kumar60@srec.ac.in,parent.anya60@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,MECH-A,MECH102,Mechanical Engineering,5,2026-02-03 19:41:11,9355564765,False
STU061,Ria Iyer,ria.iyer61@srec.ac.in,parent.ria61@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,MECH-A,MECH103,Mechanical Engineering,7,2026-02-03 19:41:11,9273112941,False
STU062,Ananya Menon,ananya.menon62@srec.ac.in,parent.ananya62@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,MECH-A,MECH104,Mechanical Engineering,3,2026-02-03 19:41:11,9403829131,False
STU063,Ayan Saxena,ayan.saxena63@srec.ac.in,parent.ayan63@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,MECH-A,MECH105,Mechanical Engineering,1,2026-02-03 19:41:11,9697217253,False
STU064,Shaurya Menon,shaurya.menon64@srec.ac.in,parent.shaurya64@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,MECH-A,MECH106,Mechanical Engineering,1,2026-02-03 19:41:11,9272720206,False
STU065,Pari Sharma,pari.sharma65@srec.ac.in,parent.pari65@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,MECH-A,MECH107,Mechanical Engineering,3,2026-02-03 19:41:11,9595281610,False
STU066,Krishna Rao,krishna.rao66@srec.ac.in,parent.krishna66@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,MECH-A,MECH108,Mechanical Engineering,7,2026-02-03 19:41:11,9004454918,False
STU067,Vihaan Nair,vihaan.nair67@srec.ac.in,parent.vihaan67@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,MECH-A,MECH109,Mechanical Engineering,3,2026-02-03 19:41:11,9034511506,False
STU068,Saanvi Nair,saanvi.nair68@srec.ac.in,parent.saanvi68@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,MECH-A,MECH110,Mechanical Engineering,3,2026-02-03 19:41:11,9533921902,False
STU069,Prisha Nair,prisha.nair69@srec.ac.in,parent.prisha69@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,MECH-B,MECH101,Mechanical Engineering,3,2026-02-03 19:41:11,9741061003,False
STU070,Anya Gupta,anya.gupta70@srec.ac.in,parent.anya70@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,MECH-B,MECH102,Mechanical Engineering,7,2026-02-03 19:41:11,9023012349,False
STU071,Pari Saxena,pari.saxena71@srec.ac.in,parent.pari71@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,MECH-B,MECH103,Mechanical Engineering,1,2026-02-03 19:41:11,9000701768,False
STU072,Aadhya Mehta,aadhya.mehta72@srec.ac.in,parent.aadhya72@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,MECH-B,MECH104,Mechanical Engineering,7,2026-02-03 19:41:11,9637997683,False
STU073,Krishna Kumar,krishna.kumar73@srec.ac.in,parent.krishna73@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,MECH-B,MECH105,Mechanical Engineering,3,2026-02-03 19:41:11,9630701152,False
STU074,Diya Singh,diya.singh74@srec.ac.in,parent.diya74@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,MECH-B,MECH106,Mechanical Engineering,5,2026-02-03 19:41:11,9117898369,False
STU075,Ria Jain,ria.jain75@srec.ac.in,parent.ria75@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,MECH-B,MECH107,Mechanical Engineering,3,2026-02-03 19:41:11,9500352145,False
STU076,Prisha Pillai,prisha.pillai76@srec.ac.in,parent.prisha76@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,MECH-B,MECH108,Mechanical Engineering,5,2026-02-03 19:41:11,9966455806,False
STU077,Vihaan Mehta,vihaan.mehta77@srec.ac.in,parent.vihaan77@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,MECH-B,MECH109,Mechanical Engineering,5,2026-02-03 19:41:11,9713254784,False
STU078,Aarav Rao,aarav.rao78@srec.ac.in,parent.aarav78@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,MECH-B,MECH110,Mechanical Engineering,1,2026-02-03 19:41:11,9156042427,False
STU079,Krishna Menon,krishna.menon79@srec.ac.in,parent.krishna79@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,CIVIL-A,CIVIL101,Civil Engineering,1,2026-02-03 19:41:11,9341092072,False
STU080,Aadhya Saxena,aadhya.saxena80@srec.ac.in,parent.aadhya80@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,CIVIL-A,CIVIL102,Civil Engineering,7,2026-02-03 19:41:11,9519491897,False
STU081,Aarav Chatterjee,aarav.chatterjee81@srec.ac.in,parent.aarav81@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,CIVIL-A,CIVIL103,Civil Engineering,3,2026-02-03 19:41:11,9002809960,False
STU082,Reyansh Nair,reyansh.nair82@srec.ac.in,parent.reyansh82@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,CIVIL-A,CIVIL104,Civil Engineering,1,2026-02-03 19:41:11,9438822577,False
STU083,Anya Sharma,anya.sharma83@srec.ac.in,parent.anya83@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,CIVIL-A,CIVIL105,Civil Engineering,7,2026-02-03 19:41:11,9873502089,False
STU084,Ishaan Malhotra,ishaan.malhotra84@srec.ac.in,parent.ishaan84@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,CIVIL-A,CIVIL106,Civil Engineering,1,2026-02-03 19:41:11,9201673134,False
STU085,Ishaan Singh,ishaan.singh85@srec.ac.in,parent.ishaan85@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,CIVIL-A,CIVIL107,Civil Engineering,1,2026-02-03 19:41:11,9546020563,False
STU086,Arjun Pillai,arjun.pillai86@srec.ac.in,parent.arjun86@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,CIVIL-A,CIVIL108,Civil Engineering,5,2026-02-03 19:41:11,9644433169,False
STU087,Anya Das,anya.das87@srec.ac.in,parent.anya87@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,CIVIL-A,CIVIL109,Civil Engineering,1,2026-02-03 19:41:11,9009242896,False
STU088,Ria Chatterjee,ria.chatterjee88@srec.ac.in,parent.ria88@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,CIVIL-A,CIVIL110,Civil Engineering,3,2026-02-03 19:41:11,9069792227,False
STU089,Anika Kumar,anika.kumar89@srec.ac.in,parent.anika89@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,IT-A,IT101,Information Technology,5,2026-02-03 19:41:11,9791917928,False
STU090,Ria Gupta,ria.gupta90@srec.ac.in,parent.ria90@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,IT-A,IT102,Information Technology,3,2026-02-03 19:41:11,9139542920,False
STU091,Myra Malhotra,myra.malhotra91@srec.ac.in,parent.myra91@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,IT-A,IT103,Information Technology,7,2026-02-03 19:41:11,9685339666,False
STU092,Ananya Verma,ananya.verma92@srec.ac.in,parent.ananya92@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,IT-A,IT104,Information Technology,7,2026-02-03 19:41:11,9634291323,False
STU093,Vihaan Mehta,vihaan.mehta93@srec.ac.in,parent.vihaan93@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,IT-A,IT105,Information Technology,7,2026-02-03 19:41:11,9537625171,False
STU094,Shaurya Iyer,shaurya.iyer94@srec.ac.in,parent.shaurya94@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,IT-A,IT106,Information Technology,3,2026-02-03 19:41:11,9338531731,False
STU095,Aadhya Nair,aadhya.nair95@srec.ac.in,parent.aadhya95@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,IT-A,IT107,Information Technology,5,2026-02-03 19:41:11,9058283552,False
STU096,Ananya Bhatia,ananya.bhatia96@srec.ac.in,parent.ananya96@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,IT-A,IT108,Information Technology,7,2026-02-03 19:41:11,9020596584,False
STU097,Prisha Iyer,prisha.iyer97@srec.ac.in,parent.prisha97@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,IT-A,IT109,Information Technology,3,2026-02-03 19:41:11,9639553652,False
STU098,Shaurya Patel,shaurya.patel98@srec.ac.in,parent.shaurya98@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,IT-A,IT110,Information Technology,7,2026-02-03 19:41:11,9769548980,False
STU099,Eswar.B,eswar.2411018@srec.ac.in,asdf@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,CS-B,018,Computer Science,3,2026-02-03 20:54:14,9047064415,True
STUD100,Adith A,adith.24110100@srec.ac.in,qwer@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,CS-A,100,Computer Science,3,2026-02-03 21:31:31,1234567890,True
